"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"63",0.0377346276880121,0.0351158352942642,0.0383957895099694,0.0337978519870398,0.0391527363781409,0.0401300538628484,0.0430726290122269,0.0354709755697878,0.0383528308372871,0.0362030641791608,0.0404258794322544,0.0374018459791971,0.0349181156573236,0.0337601490490873,0.0369595009654812,0.0417137762124043,0.0380671171724852,0.0376934435380822,0.0371654973829917,0.041542841269548,0.0354975247552809,0.0378930799738435,0.0349680507016253,0.0379781085999122,0.0406401589553639,0.0335373938519408,0.0403150748996364,0.0370315089621326,0.0374802401440534,0.034757237430631,0.0389108350106006,0.0402166470474289,0.0359065639569368,0.0356454638047228,0.0384080500133037,0.0351402391872198,0.0377795847926583,0.0404214324410656,0.0388963029397001,0.0410556594136249,0.0389797290493396,0.0381920195322403,0.0347144144271641,0.0425627330039906,0.0358000077895632,0.0407607369300319,0.0369962931790959,0.0367972859103077,0.0364813447577343,0.0378633013975207,0.0414568606146897,0.0392861757987334,0.0410556405815935,0.0384778586380079,0.0361263868419438,0.0357819507973062,0.0392975861655742,0.0375371669361357,0.0397474518733755,0.0406768996011873,0.0380099268075379,0.0390497578117666,0.0376954415327382,0.0363300331392983,0.0366017241237878,0.039024221535151,0.0347002068261999,0.0373006937870367,0.0308807778443713,0.0374833526716166,0.033812732848257,0.0352982235793144,0.0389418833517424,0.0373433898777144,0.0388664648694209,0.0374464502341612,0.0400024882825616,0.0365064642019599,0.0389270947399592,0.0366940156335471,0.0320950260159922,0.0374567154756718,0.0382242192659897,0.0353087303992805,0.0366870527326809,0.0381261138450372,0.0358055438198219,0.0337702735415565,0.0400851039258619,0.0364159667224482,0.034078003873062,0.037720390214098,0.0318798855326794,0.0414808798874033,0.0364754231290595,0.0353350033759162,0.038925331633413,0.0365087277877525,0.0379357851885292,0.0401364673722952
"64",0.0373652862459092,0.0355209950057799,0.0452525111537375,0.0337828224127191,0.038797040963676,0.0439012724640536,0.0444270799722553,0.0421744423720254,0.0324735431564717,0.0389671607063716,0.0403846899765987,0.0406782548293083,0.0389131709891843,0.0462701767553056,0.0342569537840511,0.0417123161170645,0.0347276473972169,0.0398888981123846,0.0437520789494544,0.0459118489521291,0.0326302566859489,0.0341562543245676,0.0309330890280754,0.0369034183068283,0.041437111883292,0.0348180218473518,0.0263969088434552,0.0336896830010583,0.0336600418928498,0.0439303657831024,0.0398782540660925,0.0300069587192681,0.0362772405744571,0.0338910559059964,0.0257324040247507,0.0458071972949026,0.0366276526737224,0.0407385207895083,0.0375940674805464,0.041209317886085,0.0423646486315137,0.0446904543710796,0.0358982083030772,0.0425628040975407,0.0360353218630991,0.0405956057856323,0.0369963473840656,0.0370209924058037,0.0365089056603106,0.039845645359943,0.0338459401428356,0.0396203115749659,0.0414585579375392,0.0389628136475232,0.0361300405545693,0.0357954137572551,0.0393036183034731,0.0431751287244254,0.0327482527029706,0.0409481995509942,0.0380082562572398,0.0390811873679395,0.0378829374751392,0.0364423911475499,0.0314233118722938,0.039652936699311,0.0351992106285815,0.0160545624959172,0.0348398258475876,0.045491273256791,0.0383005508189769,0.0352979081802052,0.0389051547357363,0.0447055187568294,0.0404683806753054,0.0373118029101644,0.0445851555971177,0.0392854920449369,0.010154977089254,0.036644415326137,0.0333824450863426,0.0333288042041434,0.0397252085195706,0.0394539906082211,0.0369419806048925,0.0399227914747418,0.0324999969348355,0.045228665167095,0.0374532640644666,0.0331168555161809,0.0340526374368874,0.0358349970685119,0.037059238919371,0.0428096635175102,0.0450653986647088,0.0375700496388354,0.0458801815562753,0.0328583515726227,0.0379359912921735,0.045182933480158
"65",0.0439652411203404,0.0290648810475331,0.0368969556305254,0.0354796856826025,0.0391621275865383,0.0241192024865307,0.0322541421397172,0.0435677807742847,0.0318967336794881,0.0449447660473405,0.0216306968017747,0.0354330892351369,0.0365847187484277,0.0260867809336528,0.0341410362315778,0.0375410660474462,0.0377519021070614,0.0336206734629071,0.0372649758789077,0.0426459399918626,0.03427463466937,0.0295593204985371,0.0294771673113997,0.0341161597948056,0.0300836708556583,0.034920329673606,0.0292439506812677,0.0374545301896222,0.0305117969037766,0.0320833427799729,0.0389404735689108,0.029924888459399,0.038977812532327,0.0357719471087036,0.0268462731870637,0.0330520982123626,0.0423713306496181,0.0531944876952333,0.0305313086357763,0.0108636520529427,0.0257262627882876,0.0338548832968539,0.0363890805109882,0.0325395615572175,0.0372218366183046,0.0374978629220737,0.030667393515809,0.0318002219536372,0.076919210558143,0.046327407967486,0.030520754420694,0.0401371465327451,0.0366989068445431,0.0444649438749898,0.0345063232290075,0.0357897315256013,0.0442574186131699,0.0442320637553546,0.0308943746976841,0.0343424346400352,0.0377972024763988,0.0426638005502085,0.0422872695086866,0.0370306294232326,0.0313182853550139,0.0395582876548991,0.0527223910554769,0.014104392637503,0.0289665429397328,0.0419328083416594,0.0309987027899607,0.0328367382658928,0.0389158022118107,0.0365491549819913,0.0449365948900676,0.033041954893883,0.0377629737230747,0.0435524767399805,0.0101550274733204,0.0454759878341843,0.0325721800527086,0.0296771553513611,0.0397606772866851,0.0330646770801856,0.0325776919283263,0.0327107042204258,0.030272653879892,0.032567409877981,0.0309037310127776,0.0307080546586842,0.03397867749243,0.0442279408286333,0.036797077735649,0.0333013019374189,0.0461954361654289,0.0320398968810624,0.040941415398388,0.0445405075670461,0.0294850422789567,0.0400073594024216
"66",0.0354219841664547,0.0290904982777664,0.0317137058365535,0.0338475493176802,0.035586802154203,0.0245717963627559,0.0313709534012261,0.0270550812474457,0.0318916009679452,0.0405261515741968,0.021652379772751,0.038043199738761,0.0321390103042356,0.0246918446252195,0.0339198286482514,0.00607655998315589,0.0302939546616516,0.036216433756962,0.0163837181588704,0.0359460112277084,0.0340416473828741,0.0296260197217252,0.0282931636241187,0.0293733023076435,0.0300878970888565,0.0323042319820629,0.0298795506658377,0.0286538017956118,0.0301837425777663,0.0248511046565262,0.0388585733263647,0.0299243560473301,0.0319341210916381,0.027871460304092,0.0271516424156536,0.0335172298606034,0.0152217338920817,0.0189455840036198,0.0302619518230853,0.0110235145056129,0.0260026489163625,0.0334233428593745,0.0349005427651556,0.0224149664259543,0.0308101019055355,0.0355869050117912,0.0302168194733232,0.0302781877013526,0.0302791740192197,0.0515619554959507,0.030187063091974,0.039989824029625,0.0301275249877007,0.0441965865168085,0.0292307350043054,0.0357498268774388,0.039920047319066,0.0414658922078728,0.0301086460091402,0.0324241556914011,0.0301430297248462,0.0302236880187897,0.0291379675131088,0.036336878970959,0.0297440127375687,0.0300799498858569,0.0275617519182657,0.0135442217226411,0.0286988056767331,0.0368034349647889,0.0291005570233724,0.0325208092779953,0.0249831016314341,0.0355290985199747,0.0426737644355176,0.0329440407168519,0.0263031835986587,0.036641589936023,0.0109070178540274,0.0302635101864207,0.0297994034692947,0.0296784677493311,0.0280982324182331,0.0254016524239328,0.0168785864851985,0.0326123432134405,0.0299794832771128,0.0323496617259967,0.0306283683126854,0.030682744486207,0.033813139004343,0.0242073768395605,0.0342371539884296,0.0241825670158849,0.0327592993718535,0.0300254955655253,0.0315795989641753,0.0420453698330976,0.0295117926092419,0.0476186447379386
"67",0.034059251200878,0.0291243752330147,0.0312993250774463,0.0338465787166999,0.034758564594073,0.0249338680859546,0.0300992186321099,0.0249279976759829,0.0296904407519199,0.0398225581594658,0.0225290986535603,0.0360249410124801,0.0314664180953051,0.0246899642419307,0.0865861134148893,0.00601563103826429,0.0297815759754865,0.0292138242517417,0.0163845570066827,0.0317422157774552,0.0302072527820195,0.0300216245631202,0.0270412520037751,0.0293662589174118,0.0420587811205706,0.032297755323483,-0.00668994359943464,0.0275703767989436,0.0301664660622257,0.0246621307508973,0.0386368182775299,-0.00745240413473103,0.030855825581286,0.0297970973091987,0.00493812654303887,0.0304307959194572,0.0150687618857986,0.0187131711893113,0.0258536517156655,0.0115495365054131,0.0274630276260433,0.0330069922728926,0.0347616238188503,0.0242377368602838,0.0301747161164509,0.0307063630918481,0.0300698197638652,0.0302127702214642,0.0300451558760004,0.0315603422303387,0.0279413211873208,0.0244572522324849,0.0301012822074919,0.0346961281603143,0.0292295120244856,0.032037057433381,0.0398727659544947,0.0393806763545914,0.0196997820752765,0.0301452595573073,0.0300612744657536,0.0302098830038466,0.0289491271929164,0.036076839317786,0.046665047206093,0.0714081219689006,0.0274853046619114,0.0289500450655206,0.0921643530739003,0.0367095770984101,0.029072125945807,0.0322473512339877,0.0250748773957345,0.0252476520517914,0.0394614578619857,0.0304482097129915,0.0262982020893522,0.0284551679975109,-0.013008979056601,0.0288002174745029,0.0297988421054182,0.0299371246020381,0.0273667358443198,0.0241459542738386,0.027013342486019,0.0282520894320531,0.0299782888347811,0.0317752644793752,0.0305917645005061,0.0306459977048002,0.0961686592203667,0.0240832974787257,0.0342206038486528,0.0251910925518786,0.0299219019873866,0.0296377892010081,0.030470768581133,0.0420385894639144,0.0296259633520103,0.0441326813956815
"68",0.0301997656113367,-0.00132872130531671,0.0311134359729145,0.032226844912357,0.0298442764348138,-0.00970689567205955,0.0508866780335318,0.0249183444518326,0.0332605844711664,0.0395390047412335,-0.0134057095662555,0.0341152280878933,0.0795061424978525,0.0057412087685744,0.102033570855178,0.00518194544900007,0.0464313387339058,0.0296562091013766,0.0163895436424792,0.0295947684920678,0.0637059411897082,0.0199841292723689,-0.00992904241006053,0.016676669034805,0.075511976230634,0.111527267322296,0.0515990530126368,0.0270063344288196,0.037048171847064,0.02392293592664,0.0385911312922196,0.0159009970286553,0.0896328590025355,0.029980769424151,0.0270217891020054,0.0300013898085181,0.0146662940248226,0.0663587087188164,0.0401983164458603,0.00787842022647588,-0.00130231125443402,0.0617460091711331,0.0347124583009361,0.0248155587579492,0.0293323116050595,0.0303738478767381,0.067835170560721,0.0301392493668742,0.0777078297997789,0.0315398950928625,0.0342075634327027,0.066231561869795,0.0619815994913532,0.0312477426110386,0.04266632724418,0.0319485713994421,0.0275853037219939,0.0300967788757536,0.0241938416930831,0.0288452085612638,0.00511170723278678,0.0302045330281552,0.0453696836286967,0.0301502396859202,0.0488385357005508,0.0744074147331831,0.0690124711569651,0.0473533588682345,0.0997023974777131,0.0888118289455596,0.0290457493792634,0.0294199074272714,0.0251335057329799,0.050639341782082,0.0299089202449703,0.0304325817086177,0.0262897270335032,0.0463885661739765,0.0561477484221085,0.0253125818041298,0.0283604728824351,0.0145524090680296,0.0944359468224117,0.0238451859715899,0.0298241370722317,0.0381818218176231,0.0315933305709276,0.0300689284478293,0.0152666590618956,0.0364159828568748,0.103286571528196,0.0248039017528995,0.0784803434302376,0.0252927817351935,0.0299175912065058,0.0380293007731584,0.0097269752808323,0.0292739267975431,-0.00854297446135494,0.0300511170214041
"69",-0.00834742945699585,0.0088928896423109,0.0743325600477243,0.0155178711868913,0.0506493011471598,0.12492494479863,0.0679840680945165,0.0270678013945456,0.0820938181542422,0.0787627475955278,0.0105276434422022,0.073472707464067,0.0798200679590583,0.00581921777532658,-0.0473500857431013,0.00739780880869473,0.123653216003679,0.0364806361306249,0.0131929254025185,0.0587182170992459,0.0683904012585496,0.0514550839221553,0.00543670737177434,0.0172629165277707,-0.0466805257399282,0.111536227809249,-0.0244447559009087,0.0348560420419535,0.0959013077686985,0.00277872532816422,0.0816655460745584,-0.0539563476884384,0.111216315275126,-0.00180162522254477,-0.0464912727281539,0.0566477724060121,0.0477963914271637,0.0743629095269115,0.0798003837050436,0.0135790446959904,0.0246782876849496,0.0617589525579028,0.0564696552223601,-0.0108655675607725,0.0467526434772774,0.072689277016752,0.0678386661709959,-0.00951738536901491,0.0782525898077531,0.0568584832374188,0.0342080716126029,0.0681428867246297,0.0621542935764312,0.0652746910773128,0.113000976053632,0.0362198469749199,0.0211350385805646,0.0617032474742574,-0.0526583294493824,0.00844760298536105,0.0142961676755244,0.0410557168453312,0.0454572117475899,0.0653165983590445,-0.0478057453065028,-0.0555904030502484,0.0742414132476279,-0.0598441810378552,-0.0532226304807037,0.0906254367496794,0.0128512226592182,0.0373598652572998,-0.0125765553321813,0.0721233108440761,0.0673193605910433,0.0650326625073987,-0.00615080259938941,0.0558896188472268,-0.0063927424676583,0.0339884520869925,0.0250452145115595,0.0187941781771086,0.0946542500102048,0.0390264737235048,-0.00809327655210304,0.0463569296060712,0.112817926006063,0.0627204390131754,0.0400214040560544,0.134038645224427,-0.0530807017828284,0.0198392058021999,0.103939273211874,0.00760861046908592,0.0327910346093794,0.0396829628556426,0.0265216522523282,0.0472543353052071,-0.00852917989466902,0.072165967232043
"70",0.0138670511112089,-0.0509859733608623,0.0824305405617563,0.0280043225324919,0.0603774058811577,-0.0506575993126758,-0.0479024943584413,0.038072375002994,-0.049054238992871,0.0788110194807805,-0.0296090135966118,0.0794924244585387,-0.0559964075069917,-0.048025938211656,-0.0473450714768071,0.00741368596336028,-0.0497407169873955,0.0611561571644827,0.0134651207830729,0.0965293587379793,-0.0542600722722156,-0.0455522211939147,-0.00607030475342287,-0.048780218004295,-0.0476201245032225,-0.0486249911175635,-0.0461805500600944,0.0353954086648193,-0.0408908046699165,0.014128156365773,0.0857594969646414,-0.0472824320283133,-0.0545261203842533,0.0986560519895149,-0.047365927561838,0.072851363407188,0.0478075768789474,-0.0594141365398506,-0.0630652878274648,-0.0480045387912586,-0.0514817794111059,-0.0507232310101889,0.0565841290380111,0.0616055886777753,0.0531629132935469,0.0908763908413679,-0.0466516974166454,-0.00132436504087655,-0.0522671663385424,0.0568909205751255,-0.0484400179851317,-0.0535850837421939,-0.0632468092433249,0.0930783988893975,0.0303043813034393,0.0811754059899485,0.0211698664958379,0.0687962098106085,-0.0487073622892839,0.0142468903402134,-0.0475679519610691,0.160981953100125,-0.0480047419785375,0.0671029004788795,-0.0472924873601509,-0.0498605390149851,-0.0521570883387854,-0.0597180262065368,-0.0531976354317117,-0.0535362144245082,0.0479078804668796,0.0402282721477266,0.0320772024787378,-0.0479739780907471,0.0674909848008861,0.123992727076186,0.100719322773934,-0.0570896798501625,-0.0472608678003377,0.0341870049149274,0.0334698293567311,-0.0534792727662088,-0.0473750334872111,0.0398662801696021,-0.000540348635556423,-0.0494072009895763,-0.0476968601066136,0.0650787934951541,-0.0509832957492472,-0.047624953045368,-0.050584509570006,0.0200259569469274,-0.0573604539955917,0.054122606573798,0.0336504179215804,-0.0551168726539106,-0.0529221684621375,0.0771893677964356,-0.0538339576200394,0.0725659096793161
"71",-0.0465985874967806,-0.0487485656407454,-0.0524634480226304,-0.0148148816675771,-0.0512405401008926,-0.0485407330389143,-0.0472705246494506,-0.0600704618939014,-0.0475161475432539,-0.0481579235153713,-0.0429744894993054,-0.0526715200757043,-0.0472743379567945,-0.0479348933713494,-0.281655672479515,-0.060455826570732,-0.0494840471003708,-0.0586979505671533,-0.0525649940621707,-0.0212655519083685,-0.0473926584871014,-0.046656704350858,-0.0430120780330544,-0.0472708656276001,-0.283933279822505,-0.0481160111476973,-0.33935679564267,-0.0571120579258498,-0.047209939398906,-0.0504938465830541,-0.0648057365100407,-0.32515113439918,-0.0495096484726906,-0.0160815640485446,-0.283743959036344,-0.0621387563362444,-0.0501248720627287,-0.0477355042424168,-0.0629582723661755,-0.0473526666319171,-0.0478586360598969,-0.0478937587565494,-0.0547866371570831,-0.045003684301657,-0.0486671216526887,-0.0607258558963588,-0.0473477455187639,-0.0643039030339786,-0.0486400356020998,-0.0629685049184894,-0.0483227676549381,-0.0474283393296479,-0.0506284087246233,-0.0583836688804893,-0.0133394921903918,-0.0477709281630037,-0.0480948469534469,-0.0301564757960292,-0.315454229249674,-0.0506990640820346,-0.0475271037502265,-0.037627893707195,-0.047922544741537,-0.0291691680743228,-0.338309840217884,-0.336132531527691,-0.0521191278681939,-0.303819596096336,-0.301693686961311,-0.0479434167298021,-0.000900953992507482,-0.0513290206695444,-0.0475796483636396,-0.0477079117638313,-0.0567027140281993,-0.0514727015454907,-0.0440315310083208,-0.0484578345126616,-0.290144726061324,-0.0484975161962113,-0.0491123490922721,-0.0495625881765055,-0.0473138875531589,-0.0569440101424847,-0.0557390647459796,-0.0479506471003363,-0.0473653729789376,-0.0580337123683469,-0.0476236414087863,-0.0473762930471956,-0.290849525667076,-0.0489143419491722,-0.0508128948671646,-0.0528028252863579,-0.0600658996014543,-0.047465010370495,-0.0476810947076326,-0.0474006990837279,-0.0473746306065562,-0.0520681000647978
"72",-0.0472674552079056,-0.325074998863418,-0.0505353298102141,-0.0412610438040364,-0.0488390449939024,-0.283263854517566,-0.392196790206478,-0.0597029134891412,-0.295202127315247,-0.0481461269035591,-0.304990507946452,-0.0501869168682161,-0.285959971515905,-0.334333133169335,0.130137872851915,-0.050448880370968,-0.333943143068264,-0.0584672968701471,-0.0525136705813922,-0.0472510180696374,-0.314163853353069,-0.30147519175126,-0.305518874311496,-0.281698180779524,0.0755177403580545,-0.345491401045557,0.0556140131659624,-0.0475322865948352,-0.309129577752495,-0.0473177455655318,-0.0474880401743455,0.062003703310792,-0.306704374987236,-0.0467435814044362,0.123982637775136,-0.0484644224368902,-0.047952974032284,-0.333458551150573,-0.405477279446059,-0.31711757746885,-0.325905563898171,-0.297774080348963,-0.0501308647006169,-0.0470564393622617,-0.0483155895812819,-0.0602798148544247,-0.288904516029702,-0.0475123500117831,-0.283194012164906,-0.0530361762426205,-0.285467068671142,-0.34474611932169,-0.294772664740362,-0.0472742717397167,-0.330434271099039,-0.0472710023532717,-0.0479035737949902,-0.0471118635386874,0.0871442175860938,-0.0489680490945713,-0.282271012425344,-0.04624129143122,-0.317215851031258,-0.0465181396342038,0.0562185278905325,0.106058755972759,-0.346632964278547,0.0553433023145353,0.100062820031356,-0.337243332863283,-0.047008998788451,-0.0512924295775441,-0.047335673616038,-0.335166315681719,-0.0491119321665082,-0.0513568293425631,-0.0440528825762131,-0.313824697813573,0.0951279702236379,-0.0480349081332282,-0.0489234322034854,-0.315695501546788,-0.296713347970606,-0.0516626135978998,-0.0556227030070726,-0.282790260605547,-0.362288075089577,-0.0572290262780979,-0.290565007246146,-0.310930138987815,0.126624642452079,-0.0487749292395141,-0.281563385383761,-0.0507964833284221,-0.0472883250993417,-0.292166893641199,-0.283307028362217,-0.0473954693760877,-0.358728269659847,-0.0481713027691796
